cnvdasm - ultima underworld conversation script disassembler / decompiler

loading game strings

could not load code ...
;
; conversation #2
; string block 0x0e01, name: goblin
;

0000:   START
0337:   PUSHI #2711
0339:   PUSHI_EFF #0003
033b:   SWAP
033c:   STO
033d:   PUSHI_EFF #0003
033f:   PUSHI #0002
0341:   CALLI $0033
0343:   POP
0344:   POP
0345:   POP
0346:   PUSH_REG
0347:   PUSHI #0001
0349:   OPADD
034a:   PUSHI_EFF #0004
034c:   SWAP
034d:   STO
034e:   PUSHI_EFF #0004
0350:   PUSHI #0002
0352:   CALLI $0033
0354:   POP
0355:   POP
0356:   POP
0357:   BPTOSP
0358:   POPBP
0359:   RET


 ;| xref: 000b 04de
035a:   PUSHBP
035b:   SPTOBP
035c:   PUSHI #002b
035e:   ADDSP
035f:   PUSHI #0024
0361:   FETCHM
0362:   PUSHI #0000
0364:   TSTEQ
0365:   BEQ +0018 // target: 037e
0367:   PUSHI #0022
0369:   PUSHI #0001
036b:   STO
036c:   PUSHI #0023
036e:   PUSHI #0001
0370:   STO
0371:   PUSHI #0021
0373:   PUSHI #0001
0375:   STO
0376:   PUSHI #0024
0378:   PUSHI #0001
037a:   STO
037b:   PUSHI #0001
037d:   SAY_OP

 ;| xref: 0365
037e:   PUSHI #0002
0380:   SAY_OP
0381:   PUSHI #0001
0383:   PUSHI_EFF #0016
0385:   OFFSET
0386:   PUSHI #0023
0388:   FETCHM
0389:   STO
038a:   PUSHI #0001
038c:   PUSHI_EFF #0001
038e:   OFFSET
038f:   PUSHI #0003
0391:   STO
0392:   PUSHI #0002
0394:   PUSHI_EFF #0016
0396:   OFFSET
0397:   PUSHI #0022
0399:   FETCHM
039a:   STO
039b:   PUSHI #0002
039d:   PUSHI_EFF #0001
039f:   OFFSET
03a0:   PUSHI #0004
03a2:   STO
03a3:   PUSHI #0003
03a5:   PUSHI_EFF #0016
03a7:   OFFSET
03a8:   PUSHI #0021
03aa:   FETCHM
03ab:   STO
03ac:   PUSHI #0003
03ae:   PUSHI_EFF #0001
03b0:   OFFSET
03b1:   PUSHI #0005
03b3:   STO
03b4:   PUSHI #0004
03b6:   PUSHI_EFF #0016
03b8:   OFFSET
03b9:   PUSHI #0001
03bb:   STO
03bc:   PUSHI #0004
03be:   PUSHI_EFF #0001
03c0:   OFFSET
03c1:   PUSHI #0006
03c3:   STO
03c4:   PUSHI #0005
03c6:   PUSHI_EFF #0001
03c8:   OFFSET
03c9:   PUSHI #0000
03cb:   STO
03cc:   PUSHI_EFF #0016
03ce:   PUSHI_EFF #0001
03d0:   PUSHI #0000
03d2:   CALLI $0001
03d4:   POP
03d5:   POP
03d6:   POP
03d7:   PUSH_REG
03d8:   PUSHI_EFF #002b
03da:   SWAP
03db:   STO
03dc:   PUSHI_EFF #002b
03de:   FETCHM
03df:   PUSHI #0003
03e1:   TSTEQ
03e2:   BEQ +0005 // target: 03e8
03e4:   CALL $040f
03e6:   JMP $040c

 ;| xref: 03e2
03e8:   PUSHI_EFF #002b
03ea:   FETCHM
03eb:   PUSHI #0004
03ed:   TSTEQ
03ee:   BEQ +0005 // target: 03f4
03f0:   CALL $045f
03f2:   JMP $040c

 ;| xref: 03ee
03f4:   PUSHI_EFF #002b
03f6:   FETCHM
03f7:   PUSHI #0005
03f9:   TSTEQ
03fa:   BEQ +0005 // target: 0400
03fc:   CALL $04ac
03fe:   JMP $040c

 ;| xref: 03fa
0400:   PUSHI_EFF #002b
0402:   FETCHM
0403:   PUSHI #0006
0405:   TSTEQ
0406:   BEQ +0005 // target: 040c
0408:   CALL $0165
040a:   JMP $040c

 ;| xref: 03e6 03f2 03fe 0406 040a
040c:   BPTOSP
040d:   POPBP
040e:   RET


 ;| xref: 03e4
040f:   PUSHBP
0410:   SPTOBP
0411:   PUSHI #0016
0413:   ADDSP
0414:   PUSHI #0007
0416:   SAY_OP
0417:   PUSHI #0023
0419:   PUSHI #0000
041b:   STO
041c:   PUSHI #0001
041e:   PUSHI_EFF #0001
0420:   OFFSET
0421:   PUSHI #0008
0423:   STO
0424:   PUSHI #0002
0426:   PUSHI_EFF #0001
0428:   OFFSET
0429:   PUSHI #0009
042b:   STO
042c:   PUSHI #0003
042e:   PUSHI_EFF #0001
0430:   OFFSET
0431:   PUSHI #0000
0433:   STO
0434:   PUSHI_EFF #0001
0436:   PUSHI #0000
0438:   CALLI $0000
043a:   POP
043b:   POP
043c:   PUSH_REG
043d:   PUSHI_EFF #0016
043f:   SWAP
0440:   STO
0441:   PUSHI_EFF #0016
0443:   FETCHM
0444:   PUSHI #0001
0446:   TSTEQ
0447:   BEQ +0003 // target: 044b
0449:   JMP $0457

 ;| xref: 0447
044b:   PUSHI_EFF #0016
044d:   FETCHM
044e:   PUSHI #0002
0450:   TSTEQ
0451:   BEQ +0005 // target: 0457
0453:   CALL $0165
0455:   JMP $0457

 ;| xref: 0449 0451 0455
0457:   PUSHI #000a
0459:   SAY_OP
045a:   CALL $0156
045c:   BPTOSP
045d:   POPBP
045e:   RET


 ;| xref: 03f0
045f:   PUSHBP
0460:   SPTOBP
0461:   PUSHI #0016
0463:   ADDSP
0464:   PUSHI #000b
0466:   SAY_OP
0467:   PUSHI #0022
0469:   PUSHI #0000
046b:   STO
046c:   PUSHI #0001
046e:   PUSHI_EFF #0001
0470:   OFFSET
0471:   PUSHI #000c
0473:   STO
0474:   PUSHI #0002
0476:   PUSHI_EFF #0001
0478:   OFFSET
0479:   PUSHI #000d
047b:   STO
047c:   PUSHI #0003
047e:   PUSHI_EFF #0001
0480:   OFFSET
0481:   PUSHI #0000
0483:   STO
0484:   PUSHI_EFF #0001
0486:   PUSHI #0000
0488:   CALLI $0000
048a:   POP
048b:   POP
048c:   PUSH_REG
048d:   PUSHI_EFF #0016
048f:   SWAP
0490:   STO
0491:   PUSHI_EFF #0016
0493:   FETCHM
0494:   PUSHI #0001
0496:   TSTEQ
0497:   BEQ +0005 // target: 049d
0499:   CALL $0147
049b:   JMP $04a9

 ;| xref: 0497
049d:   PUSHI_EFF #0016
049f:   FETCHM
04a0:   PUSHI #0002
04a2:   TSTEQ
04a3:   BEQ +0005 // target: 04a9
04a5:   CALL $0156
04a7:   JMP $04a9

 ;| xref: 049b 04a3 04a7
04a9:   BPTOSP
04aa:   POPBP
04ab:   RET


 ;| xref: 03fc
04ac:   PUSHBP
04ad:   SPTOBP
04ae:   PUSHI #0016
04b0:   ADDSP
04b1:   PUSHI #0021
04b3:   PUSHI #0000
04b5:   STO
04b6:   PUSHI #000e
04b8:   SAY_OP
04b9:   PUSHI #0001
04bb:   PUSHI_EFF #0001
04bd:   OFFSET
04be:   PUSHI #000f
04c0:   STO
04c1:   PUSHI #0002
04c3:   PUSHI_EFF #0001
04c5:   OFFSET
04c6:   PUSHI #0000
04c8:   STO
04c9:   PUSHI_EFF #0001
04cb:   PUSHI #0000
04cd:   CALLI $0000
04cf:   POP
04d0:   POP
04d1:   PUSH_REG
04d2:   PUSHI_EFF #0016
04d4:   SWAP
04d5:   STO
04d6:   PUSHI_EFF #0016
04d8:   FETCHM
04d9:   PUSHI #0001
04db:   TSTEQ
04dc:   BEQ +0005 // target: 04e2
04de:   CALL $035a
04e0:   JMP $04e2

 ;| xref: 04dc 04e0
04e2:   BPTOSP
04e3:   POPBP
04e4:   RET


; conversation #15 ended

;
; conversation #16
; string block 0x0e0f, name: Milenus
;

0000:   START
0001:   PUSHBP
0002:   SPTOBP
0003:   PUSHI #0000
0005:   ADDSP
0006:   PUSHI #0020
0008:   PUSHI #0000
000a:   STO
000b:   CALL $0690
000d:   CALL $0012
000f:   BPTOSP
0010:   POPBP
0011:   RET


 ;| xref: 000d 00fc 010b 0124 0142 0151 0160 016a
0012:   PUSHBP
0013:   SPTOBP
0014:   PUSHI #0000
0016:   ADDSP
0017:   PUSHI #001f
0019:   PUSHI #0001
001b:   STO
001c:   EXIT_OP
001d:   BPTOSP
001e:   POPBP
001f:   RET

0020:   PUSHBP
0021:   SPTOBP
0022:   PUSHI #0002
0024:   ADDSP
0025:   PUSHI #0004
0027:   PUSHI_EFF #0002
0029:   SWAP
002a:   STO
002b:   PUSHI_EFF #0002
002d:   PUSHI #0001
002f:   CALLI $000f
0031:   POP
0032:   POP
0033:   PUSH_REG
0034:   PUSHI_EFF #0001
0036:   SWAP
0037:   STO
0038:   JMP $003a

 ;| xref: 0038
003a:   PUSHI_EFF #0001
003c:   FETCHM
003d:   SAVE_REG
003e:   POP
003f:   BPTOSP
0040:   POPBP
0041:   RET

0042:   PUSHBP
0043:   SPTOBP
0044:   PUSHI #0001
0046:   ADDSP
0047:   PUSHI #0000
0049:   PUSHI_EFF #0001
004b:   SWAP
004c:   STO
004d:   PUSHI_EFF #0001
004f:   PUSHI #0001
0051:   CALLI $000f
0053:   POP
0054:   POP
0055:   BPTOSP
0056:   POPBP
0057:   RET

0058:   PUSHBP
0059:   SPTOBP
005a:   PUSHI #0002
005c:   ADDSP
005d:   PUSHI #0001
005f:   PUSHI_EFF #0002
0061:   SWAP
0062:   STO
0063:   PUSHI_EFF #0002
0065:   PUSHI #0001
0067:   CALLI $000f
0069:   POP
006a:   POP
006b:   PUSH_REG
006c:   PUSHI_EFF #0001
006e:   SWAP
006f:   STO
0070:   JMP $0072

 ;| xref: 0070
0072:   PUSHI_EFF #0001
0074:   FETCHM
0075:   SAVE_REG
0076:   POP
0077:   BPTOSP
0078:   POPBP
0079:   RET

007a:   PUSHBP
007b:   SPTOBP
007c:   PUSHI #0001
007e:   ADDSP
007f:   PUSHI #0014
0081:   FETCHM
0082:   PUSHI #0005
0084:   TSTEQ
0085:   PUSHI #0014
0087:   FETCHM
0088:   PUSHI #0006
008a:   TSTEQ
008b:   OPOR
008c:   PUSHI #0014
008e:   FETCHM
008f:   PUSHI #0009
0091:   TSTEQ
0092:   OPOR
0093:   PUSHI #0016
0095:   FETCHM
0096:   PUSHI #0001
0098:   TSTEQ
0099:   OPAND
009a:   PUSHI #0015
009c:   FETCHM
009d:   PUSHI #0000
009f:   TSTEQ
00a0:   OPOR
00a1:   BEQ +000b // target: 00ad
00a3:   PUSHI #0000
00a5:   PUSHI_EFF #0001
00a7:   SWAP
00a8:   STO
00a9:   JMP $00b5
00ab:   BRA +0009 // target: 00b5

 ;| xref: 00a1
00ad:   PUSHI #0001
00af:   PUSHI_EFF #0001
00b1:   SWAP
00b2:   STO
00b3:   JMP $00b5

 ;| xref: 00a9 00ab 00b3
00b5:   PUSHI_EFF #0001
00b7:   FETCHM
00b8:   SAVE_REG
00b9:   POP
00ba:   BPTOSP
00bb:   POPBP
00bc:   RET

00bd:   PUSHBP
00be:   SPTOBP
00bf:   PUSHI #0002
00c1:   ADDSP
00c2:   PUSHI #0001
00c4:   PUSHI_EFF #0001
00c6:   SWAP
00c7:   STO
00c8:   PUSHI_EFF #0001
00ca:   PUSHI #0002
00cc:   PUSHI_EFF #0002
00ce:   SWAP
00cf:   STO
00d0:   PUSHI_EFF #0002
00d2:   PUSHI_EFF #fffc
00d4:   FETCHM
00d5:   PUSHI_EFF #fffd
00d7:   FETCHM
00d8:   PUSHI_EFF #fffe
00da:   FETCHM
00db:   PUSHI #0005
00dd:   CALLI $0037
00df:   POP
00e0:   POP
00e1:   POP
00e2:   POP
00e3:   POP
00e4:   POP
00e5:   BPTOSP
00e6:   POPBP
00e7:   RET

00e8:   PUSHBP
00e9:   SPTOBP
00ea:   PUSHI #0000
00ec:   ADDSP
00ed:   PUSHI #0016
00ef:   PUSHI #0001
00f1:   STO
00f2:   PUSHI #0015
00f4:   PUSHI #0001
00f6:   STO
00f7:   PUSHI #0014
00f9:   PUSHI #0006
00fb:   STO
00fc:   CALL $0012
00fe:   BPTOSP
00ff:   POPBP
0100:   RET

0101:   PUSHBP
0102:   SPTOBP
0103:   PUSHI #0000
0105:   ADDSP
0106:   PUSHI #0014
0108:   PUSHI #0001
010a:   STO
010b:   CALL $0012
010d:   BPTOSP
010e:   POPBP
010f:   RET


 ;| xref: 042e 0569 0974 0999
0110:   PUSHBP
0111:   SPTOBP
0112:   PUSHI #0000
0114:   ADDSP
0115:   PUSHI #0016
0117:   PUSHI #0001
0119:   STO
011a:   PUSHI #0014
011c:   PUSHI #0005
011e:   STO
011f:   PUSHI #0015
0121:   PUSHI #0001
0123:   STO
0124:   CALL $0012
0126:   BPTOSP
0127:   POPBP
0128:   RET

0129:   PUSHBP
012a:   SPTOBP
012b:   PUSHI #0000
012d:   ADDSP
012e:   PUSHI #0015
0130:   PUSHI #0006
0132:   STO
0133:   BPTOSP
0134:   POPBP
0135:   RET

0136:   PUSHBP
0137:   SPTOBP
0138:   PUSHI #0000
013a:   ADDSP
013b:   PUSHI #0015
013d:   PUSHI_EFF #fffe
013f:   FETCHM
0140:   FETCHM
0141:   STO
0142:   CALL $0012
0144:   BPTOSP
0145:   POPBP
0146:   RET


 ;| xref: 0462 049e 0515 07b5 07ba 07bf 0992
0147:   PUSHBP
0148:   SPTOBP
0149:   PUSHI #0000
014b:   ADDSP
014c:   PUSHI #0015
014e:   PUSHI #0002
0150:   STO
0151:   CALL $0012
0153:   BPTOSP
0154:   POPBP
0155:   RET


 ;| xref: 03a0 0581
0156:   PUSHBP
0157:   SPTOBP
0158:   PUSHI #0000
015a:   ADDSP
015b:   PUSHI #0015
015d:   PUSHI #0001
015f:   STO
0160:   CALL $0012
0162:   BPTOSP
0163:   POPBP
0164:   RET


 ;| xref: 058e 08f4 0905 0920
0165:   PUSHBP
0166:   SPTOBP
0167:   PUSHI #0000
0169:   ADDSP
016a:   CALL $0012
016c:   BPTOSP
016d:   POPBP
016e:   RET

016f:   PUSHBP
0170:   SPTOBP
0171:   PUSHI #0000
0173:   ADDSP
0174:   PUSHI #0001
0176:   PUSHI_EFF #fffe
0178:   FETCHM
0179:   OFFSET
017a:   PUSHI #001d
017c:   FETCHM
017d:   STO
017e:   PUSHI #0002
0180:   PUSHI_EFF #fffe
0182:   FETCHM
0183:   OFFSET
0184:   PUSHI #001e
0186:   FETCHM
0187:   STO
0188:   BPTOSP
0189:   POPBP
018a:   RET

018b:   PUSHBP
018c:   SPTOBP
018d:   PUSHI #0004
018f:   ADDSP
0190:   PUSHI #0001
0192:   PUSHI_EFF #0002
0194:   OFFSET
0195:   PUSHI #001d
0197:   FETCHM
0198:   PUSHI #0001
019a:   PUSHI_EFF #fffd
019c:   FETCHM
019d:   OFFSET
019e:   FETCHM
019f:   OPSUB
01a0:   STO
01a1:   PUSHI #0002
01a3:   PUSHI_EFF #0002
01a5:   OFFSET
01a6:   PUSHI #001e
01a8:   FETCHM
01a9:   PUSHI #0002
01ab:   PUSHI_EFF #fffd
01ad:   FETCHM
01ae:   OFFSET
01af:   FETCHM
01b0:   OPSUB
01b1:   STO
01b2:   PUSHI #0002
01b4:   PUSHI_EFF #0002
01b6:   OFFSET
01b7:   FETCHM
01b8:   PUSHI #0000
01ba:   TSTLT
01bb:   BEQ +001f // target: 01db
01bd:   PUSHI #0002
01bf:   PUSHI_EFF #0002
01c1:   OFFSET
01c2:   PUSHI #0002
01c4:   PUSHI_EFF #0002
01c6:   OFFSET
01c7:   FETCHM
01c8:   PUSHI #05a0
01ca:   OPADD
01cb:   STO
01cc:   PUSHI #0001
01ce:   PUSHI_EFF #0002
01d0:   OFFSET
01d1:   PUSHI #0001
01d3:   PUSHI_EFF #0002
01d5:   OFFSET
01d6:   FETCHM
01d7:   PUSHI #0001
01d9:   OPSUB
01da:   STO

 ;| xref: 01bb
01db:   PUSHI #0001
01dd:   PUSHI_EFF #0002
01df:   OFFSET
01e0:   FETCHM
01e1:   PUSHI #0001
01e3:   PUSHI_EFF #fffe
01e5:   FETCHM
01e6:   OFFSET
01e7:   FETCHM
01e8:   TSTGE
01e9:   PUSHI #0002
01eb:   PUSHI_EFF #0002
01ed:   OFFSET
01ee:   FETCHM
01ef:   PUSHI #0002
01f1:   PUSHI_EFF #fffe
01f3:   FETCHM
01f4:   OFFSET
01f5:   FETCHM
01f6:   TSTGE
01f7:   OPAND
01f8:   BEQ +000b // target: 0204
01fa:   PUSHI #0001
01fc:   PUSHI_EFF #0001
01fe:   SWAP
01ff:   STO
0200:   JMP $020c
0202:   BRA +0009 // target: 020c

 ;| xref: 01f8
0204:   PUSHI #0000
0206:   PUSHI_EFF #0001
0208:   SWAP
0209:   STO
020a:   JMP $020c

 ;| xref: 0200 0202 020a
020c:   PUSHI_EFF #0001
020e:   FETCHM
020f:   SAVE_REG
0210:   POP
0211:   BPTOSP
0212:   POPBP
0213:   RET

0214:   PUSHBP
0215:   SPTOBP
0216:   PUSHI #0000
0218:   ADDSP
0219:   PUSHI #0001
021b:   PUSHI_EFF #fffe
021d:   FETCHM
021e:   OFFSET
021f:   PUSHI #001d
0221:   FETCHM
0222:   PUSHI #0001
0224:   PUSHI_EFF #fffc
0226:   FETCHM
0227:   OFFSET
0228:   FETCHM
0229:   OPSUB
022a:   STO
022b:   PUSHI #0002
022d:   PUSHI_EFF #fffe
022f:   FETCHM
0230:   OFFSET
0231:   PUSHI #001e
0233:   FETCHM
0234:   PUSHI #0002
0236:   PUSHI_EFF #fffc
0238:   FETCHM
0239:   OFFSET
023a:   FETCHM
023b:   OPSUB
023c:   STO
023d:   PUSHI #0002
023f:   PUSHI_EFF #fffe
0241:   FETCHM
0242:   OFFSET
0243:   FETCHM
0244:   PUSHI #0000
0246:   TSTLT
0247:   BEQ +0023 // target: 026b
0249:   PUSHI #0002
024b:   PUSHI_EFF #fffe
024d:   FETCHM
024e:   OFFSET
024f:   PUSHI #0002
0251:   PUSHI_EFF #fffe
0253:   FETCHM
0254:   OFFSET
0255:   FETCHM
0256:   PUSHI #05a0
0258:   OPADD
0259:   STO
025a:   PUSHI #0001
025c:   PUSHI_EFF #fffe
025e:   FETCHM
025f:   OFFSET
0260:   PUSHI #0001
0262:   PUSHI_EFF #fffe
0264:   FETCHM
0265:   OFFSET
0266:   FETCHM
0267:   PUSHI #0001
0269:   OPSUB
026a:   STO

 ;| xref: 0247
026b:   PUSHI #0001
026d:   PUSHI_EFF #fffe
026f:   FETCHM
0270:   OFFSET
0271:   PUSHI #0001
0273:   PUSHI_EFF #fffd
0275:   FETCHM
0276:   OFFSET
0277:   FETCHM
0278:   PUSHI #0001
027a:   PUSHI_EFF #fffe
027c:   FETCHM
027d:   OFFSET
027e:   FETCHM
027f:   OPSUB
0280:   STO
0281:   PUSHI #0002
0283:   PUSHI_EFF #fffe
0285:   FETCHM
0286:   OFFSET
0287:   PUSHI #0002
0289:   PUSHI_EFF #fffd
028b:   FETCHM
028c:   OFFSET
028d:   FETCHM
028e:   PUSHI #0002
0290:   PUSHI_EFF #fffe
0292:   FETCHM
0293:   OFFSET
0294:   FETCHM
0295:   OPSUB
0296:   STO
0297:   PUSHI #0002
0299:   PUSHI_EFF #fffe
029b:   FETCHM
029c:   OFFSET
029d:   FETCHM
029e:   PUSHI #0000
02a0:   TSTLT
02a1:   BEQ +0023 // target: 02c5
02a3:   PUSHI #0002
02a5:   PUSHI_EFF #fffe
02a7:   FETCHM
02a8:   OFFSET
02a9:   PUSHI #0002
02ab:   PUSHI_EFF #fffe
02ad:   FETCHM
02ae:   OFFSET
02af:   FETCHM
02b0:   PUSHI #05a0
02b2:   OPADD
02b3:   STO
02b4:   PUSHI #0001
02b6:   PUSHI_EFF #fffe
02b8:   FETCHM
02b9:   OFFSET
02ba:   PUSHI #0001
02bc:   PUSHI_EFF #fffe
02be:   FETCHM
02bf:   OFFSET
02c0:   FETCHM
02c1:   PUSHI #0001
02c3:   OPSUB
02c4:   STO

 ;| xref: 02a1
02c5:   BPTOSP
02c6:   POPBP
02c7:   RET

02c8:   PUSHBP
02c9:   SPTOBP
02ca:   PUSHI #0000
02cc:   ADDSP
02cd:   PUSHI #0001
02cf:   PUSHI_EFF #fffe
02d1:   FETCHM
02d2:   OFFSET
02d3:   PUSHI #001d
02d5:   FETCHM
02d6:   PUSHI #0001
02d8:   PUSHI_EFF #fffd
02da:   FETCHM
02db:   OFFSET
02dc:   FETCHM
02dd:   OPSUB
02de:   STO
02df:   PUSHI #0002
02e1:   PUSHI_EFF #fffe
02e3:   FETCHM
02e4:   OFFSET
02e5:   PUSHI #001e
02e7:   FETCHM
02e8:   PUSHI #0002
02ea:   PUSHI_EFF #fffd
02ec:   FETCHM
02ed:   OFFSET
02ee:   FETCHM
02ef:   OPSUB
02f0:   STO
02f1:   PUSHI #0002
02f3:   PUSHI_EFF #fffe
02f5:   FETCHM
02f6:   OFFSET
02f7:   FETCHM
02f8:   PUSHI #0000
02fa:   TSTLT
02fb:   BEQ +0023 // target: 031f
02fd:   PUSHI #0002
02ff:   PUSHI_EFF #fffe
0301:   FETCHM
0302:   OFFSET
0303:   PUSHI #0002
0305:   PUSHI_EFF #fffe
0307:   FETCHM
0308:   OFFSET
0309:   FETCHM
030a:   PUSHI #05a0
030c:   OPADD
030d:   STO
030e:   PUSHI #0001
0310:   PUSHI_EFF #fffe
0312:   FETCHM
0313:   OFFSET
0314:   PUSHI #0001
0316:   PUSHI_EFF #fffe
0318:   FETCHM
0319:   OFFSET
031a:   FETCHM
031b:   PUSHI #0001
031d:   OPSUB
031e:   STO

 ;| xref: 02fb
031f:   BPTOSP
0320:   POPBP
0321:   RET

0322:   PUSHBP
0323:   SPTOBP
0324:   PUSHI #0004
0326:   ADDSP
0327:   PUSHI #000f
0329:   PUSHI_EFF #0001
032b:   SWAP
032c:   STO
032d:   PUSHI_EFF #0001
032f:   PUSHI #000f
0331:   PUSHI_EFF #0002
0333:   SWAP
0334:   STO
0335:   PUSHI_EFF #0002
0337:   PUSHI #2711
0339:   PUSHI_EFF #0003
033b:   SWAP
033c:   STO
033d:   PUSHI_EFF #0003
033f:   PUSHI #0002
0341:   CALLI $0033
0343:   POP
0344:   POP
0345:   POP
0346:   PUSH_REG
0347:   PUSHI #0001
0349:   OPADD
034a:   PUSHI_EFF #0004
034c:   SWAP
034d:   STO
034e:   PUSHI_EFF #0004
0350:   PUSHI #0002
0352:   CALLI $0033
0354:   POP
0355:   POP
0356:   POP
0357:   BPTOSP
0358:   POPBP
0359:   RET

035a:   PUSHBP
035b:   SPTOBP
035c:   PUSHI #0005
035e:   ADDSP
035f:   PUSHI #0001
0361:   PUSHI_EFF #0001
0363:   SWAP
0364:   STO
0365:   PUSHI_EFF #0001
0367:   PUSHI #0001
0369:   CALLI $0002
036b:   POP
036c:   POP
036d:   PUSHI #0002
036f:   SAY_OP
0370:   PUSHI #000f
0372:   PUSHI_EFF #0002
0374:   SWAP
0375:   STO
0376:   PUSHI_EFF #0002
0378:   PUSHI #000f
037a:   PUSHI_EFF #0003
037c:   SWAP
037d:   STO
037e:   PUSHI_EFF #0003
0380:   PUSHI #2711
0382:   PUSHI_EFF #0004
0384:   SWAP
0385:   STO
0386:   PUSHI_EFF #0004
0388:   PUSHI #0002
038a:   CALLI $0033
038c:   POP
038d:   POP
038e:   POP
038f:   PUSH_REG
0390:   PUSHI #0001
0392:   OPADD
0393:   PUSHI_EFF #0005
0395:   SWAP
0396:   STO
0397:   PUSHI_EFF #0005
0399:   PUSHI #0002
039b:   CALLI $0033
039d:   POP
039e:   POP
039f:   POP
03a0:   CALL $0156
03a2:   BPTOSP
03a3:   POPBP
03a4:   RET


 ;| xref: 06e4
03a5:   PUSHBP
03a6:   SPTOBP
03a7:   PUSHI #0016
03a9:   ADDSP
03aa:   PUSHI #0003
03ac:   SAY_OP
03ad:   PUSHI #0001
03af:   PUSHI_EFF #0001
03b1:   OFFSET
03b2:   PUSHI #0004
03b4:   STO
03b5:   PUSHI #0002
03b7:   PUSHI_EFF #0001
03b9:   OFFSET
03ba:   PUSHI #0005
03bc:   STO
03bd:   PUSHI #0003
03bf:   PUSHI_EFF #0001
03c1:   OFFSET
03c2:   PUSHI #0000
03c4:   STO
03c5:   PUSHI_EFF #0001
03c7:   PUSHI #0000
03c9:   CALLI $0000
03cb:   POP
03cc:   POP
03cd:   PUSH_REG
03ce:   PUSHI_EFF #0016
03d0:   SWAP
03d1:   STO
03d2:   PUSHI_EFF #0016
03d4:   FETCHM
03d5:   PUSHI #0001
03d7:   TSTEQ
03d8:   BEQ +0005 // target: 03de
03da:   CALL $03ed
03dc:   JMP $03ea

 ;| xref: 03d8
03de:   PUSHI_EFF #0016
03e0:   FETCHM
03e1:   PUSHI #0002
03e3:   TSTEQ
03e4:   BEQ +0005 // target: 03ea
03e6:   CALL $0469
03e8:   JMP $03ea

 ;| xref: 03dc 03e4 03e8
03ea:   BPTOSP
03eb:   POPBP
03ec:   RET


 ;| xref: 03da
03ed:   PUSHBP
03ee:   SPTOBP
03ef:   PUSHI #0016
03f1:   ADDSP
03f2:   PUSHI #0006
03f4:   SAY_OP
03f5:   PUSHI #0001
03f7:   PUSHI_EFF #0001
03f9:   OFFSET
03fa:   PUSHI #0007
03fc:   STO
03fd:   PUSHI #0002
03ff:   PUSHI_EFF #0001
0401:   OFFSET
0402:   PUSHI #0008
0404:   STO
0405:   PUSHI #0003
0407:   PUSHI_EFF #0001
0409:   OFFSET
040a:   PUSHI #0000
040c:   STO
040d:   PUSHI_EFF #0001
040f:   PUSHI #0000
0411:   CALLI $0000
0413:   POP
0414:   POP
0415:   PUSH_REG
0416:   PUSHI_EFF #0016
0418:   SWAP
0419:   STO
041a:   PUSHI_EFF #0016
041c:   FETCHM
041d:   PUSHI #0001
041f:   TSTEQ
0420:   BEQ +0005 // target: 0426
0422:   CALL $0435
0424:   JMP $0432

 ;| xref: 0420
0426:   PUSHI_EFF #0016
0428:   FETCHM
0429:   PUSHI #0002
042b:   TSTEQ
042c:   BEQ +0005 // target: 0432
042e:   CALL $0110
0430:   JMP $0432

 ;| xref: 0424 042c 0430
0432:   BPTOSP
0433:   POPBP
0434:   RET


 ;| xref: 0422 04aa
0435:   PUSHBP
0436:   SPTOBP
0437:   PUSHI #0016
0439:   ADDSP
043a:   PUSHI #0009
043c:   SAY_OP
043d:   PUSHI #0001
043f:   PUSHI_EFF #0001
0441:   OFFSET
0442:   PUSHI #000a
0444:   STO
0445:   PUSHI #0002
0447:   PUSHI_EFF #0001
0449:   OFFSET
044a:   PUSHI #0000
044c:   STO
044d:   PUSHI_EFF #0001
044f:   PUSHI #0000
0451:   CALLI $0000
0453:   POP
0454:   POP
0455:   PUSH_REG
0456:   PUSHI_EFF #0016
0458:   SWAP
0459:   STO
045a:   PUSHI_EFF #0016
045c:   FETCHM
045d:   PUSHI #0001
045f:   TSTEQ
0460:   BEQ +0005 // target: 0466
0462:   CALL $0147
0464:   JMP $0466

 ;| xref: 0460 0464
0466:   BPTOSP
0467:   POPBP
0468:   RET


 ;| xref: 03e6
0469:   PUSHBP
046a:   SPTOBP
046b:   PUSHI #0016
046d:   ADDSP
046e:   PUSHI #000b
0470:   SAY_OP
0471:   PUSHI #0001
0473:   PUSHI_EFF #0001
0475:   OFFSET
0476:   PUSHI #000c
0478:   STO
0479:   PUSHI #0002
047b:   PUSHI_EFF #0001
047d:   OFFSET
047e:   PUSHI #000d
0480:   STO
0481:   PUSHI #0003
0483:   PUSHI_EFF #0001
0485:   OFFSET
0486:   PUSHI #0000
0488:   STO
0489:   PUSHI_EFF #0001
048b:   PUSHI #0000
048d:   CALLI $0000
048f:   POP
0490:   POP
0491:   PUSH_REG
0492:   PUSHI_EFF #0016
0494:   SWAP
0495:   STO
0496:   PUSHI_EFF #0016
0498:   FETCHM
0499:   PUSHI #0001
049b:   TSTEQ
049c:   BEQ +0005 // target: 04a2
049e:   CALL $0147
04a0:   JMP $04ae

 ;| xref: 049c
04a2:   PUSHI_EFF #0016
